train_i2t_loss,train_loss,epoch,step,val_i2t_loss,val_loss
11.058610916137695,11.058610916137695,0,49,,
10.945625305175781,10.945625305175781,0,99,,
10.947184562683105,10.947184562683105,0,149,,
10.775225639343262,10.775225639343262,0,199,,
10.698877334594727,10.698877334594727,0,249,,
10.723998069763184,10.723998069763184,0,299,,
10.663463592529297,10.663463592529297,0,349,,
10.610090255737305,10.610090255737305,0,399,,
10.504240989685059,10.504240989685059,0,449,,
10.562923431396484,10.562923431396484,0,499,,
10.572042465209961,10.572042465209961,0,549,,
10.485023498535156,10.485023498535156,0,599,,
10.503252029418945,10.503252029418945,0,649,,
,,0,687,10.653569221496582,10.653569221496582
10.450315475463867,10.450315475463867,1,699,,
10.517217636108398,10.517217636108398,1,749,,
10.368003845214844,10.368003845214844,1,799,,
10.438098907470703,10.438098907470703,1,849,,
10.366474151611328,10.366474151611328,1,899,,
10.370460510253906,10.370460510253906,1,949,,
10.410521507263184,10.410521507263184,1,999,,
10.355483055114746,10.355483055114746,1,1049,,
10.369140625,10.369140625,1,1099,,
10.325441360473633,10.325441360473633,1,1149,,
10.386641502380371,10.386641502380371,1,1199,,
10.247030258178711,10.247030258178711,1,1249,,
10.260879516601562,10.260879516601562,1,1299,,
10.203615188598633,10.203615188598633,1,1349,,
,,1,1375,10.533976554870605,10.533976554870605
10.301002502441406,10.301002502441406,2,1399,,
10.314111709594727,10.314111709594727,2,1449,,
10.160024642944336,10.160024642944336,2,1499,,
10.214075088500977,10.214075088500977,2,1549,,
10.237367630004883,10.237367630004883,2,1599,,
10.196317672729492,10.196317672729492,2,1649,,
10.163641929626465,10.163641929626465,2,1699,,
10.141427993774414,10.141427993774414,2,1749,,
10.185144424438477,10.185144424438477,2,1799,,
10.21238899230957,10.21238899230957,2,1849,,
10.170795440673828,10.170795440673828,2,1899,,
10.126821517944336,10.126821517944336,2,1949,,
10.157027244567871,10.157027244567871,2,1999,,
10.213224411010742,10.213224411010742,2,2049,,
,,2,2063,10.463277816772461,10.463277816772461
10.182994842529297,10.182994842529297,3,2099,,
10.049413681030273,10.049413681030273,3,2149,,
