train_i2t_loss,train_loss,epoch,step,val_i2t_loss,val_loss
0.1628156304359436,0.1628156304359436,0,49,,
0.15843108296394348,0.15843108296394348,0,99,,
0.1586061716079712,0.1586061716079712,0,149,,
0.15697717666625977,0.15697717666625977,0,199,,
0.15906134247779846,0.15906134247779846,0,249,,
0.15744851529598236,0.15744851529598236,0,299,,
0.15909375250339508,0.15909375250339508,0,349,,
0.154931902885437,0.154931902885437,0,399,,
0.15610450506210327,0.15610450506210327,0,449,,
0.15815645456314087,0.15815645456314087,0,499,,
0.15636372566223145,0.15636372566223145,0,549,,
0.1564321368932724,0.1564321368932724,0,599,,
0.15975001454353333,0.15975001454353333,0,649,,
,,0,687,0.15746860206127167,0.15746860206127167
0.15909139811992645,0.15909139811992645,1,699,,
0.15735918283462524,0.15735918283462524,1,749,,
0.15706144273281097,0.15706144273281097,1,799,,
0.15676862001419067,0.15676862001419067,1,849,,
0.15602067112922668,0.15602067112922668,1,899,,
0.1559097021818161,0.1559097021818161,1,949,,
0.15739092230796814,0.15739092230796814,1,999,,
0.15833710134029388,0.15833710134029388,1,1049,,
0.15858212113380432,0.15858212113380432,1,1099,,
0.15790775418281555,0.15790775418281555,1,1149,,
0.15647882223129272,0.15647882223129272,1,1199,,
0.15635773539543152,0.15635773539543152,1,1249,,
0.15786097943782806,0.15786097943782806,1,1299,,
0.1575068235397339,0.1575068235397339,1,1349,,
,,1,1375,0.15689393877983093,0.15689393877983093
0.15809762477874756,0.15809762477874756,2,1399,,
0.1577134132385254,0.1577134132385254,2,1449,,
0.15880684554576874,0.15880684554576874,2,1499,,
0.15754809975624084,0.15754809975624084,2,1549,,
0.15540283918380737,0.15540283918380737,2,1599,,
0.1588647961616516,0.1588647961616516,2,1649,,
0.15851008892059326,0.15851008892059326,2,1699,,
0.1559271514415741,0.1559271514415741,2,1749,,
0.156551331281662,0.156551331281662,2,1799,,
0.1591283231973648,0.1591283231973648,2,1849,,
0.15494397282600403,0.15494397282600403,2,1899,,
0.15527263283729553,0.15527263283729553,2,1949,,
0.15740500390529633,0.15740500390529633,2,1999,,
0.15803083777427673,0.15803083777427673,2,2049,,
