train_i2t_loss,train_loss,epoch,step,val_i2t_loss,val_loss
1.4690713214804418e-06,1.4690713214804418e-06,4,3249,,
1.458118049413315e-06,1.458118049413315e-06,4,3299,,
1.3761698482994689e-06,1.3761698482994689e-06,4,3349,,
1.4795890592722571e-06,1.4795890592722571e-06,4,3399,,
,,4,3439,1.5245806253005867e-06,1.5245806253005867e-06
1.5057155451358994e-06,1.5057155451358994e-06,5,3449,,
1.5042960512801073e-06,1.5042960512801073e-06,5,3499,,
1.3731280432693893e-06,1.3731280432693893e-06,5,3549,,
1.4383289226316265e-06,1.4383289226316265e-06,5,3599,,
1.489525857323315e-06,1.489525857323315e-06,5,3649,,
1.3684918940271018e-06,1.3684918940271018e-06,5,3699,,
1.4638733318861341e-06,1.4638733318861341e-06,5,3749,,
1.3094449968775734e-06,1.3094449968775734e-06,5,3799,,
1.319471721217269e-06,1.319471721217269e-06,5,3849,,
1.448407601856161e-06,1.448407601856161e-06,5,3899,,
1.4043184819456656e-06,1.4043184819456656e-06,5,3949,,
1.314595238000038e-06,1.314595238000038e-06,5,3999,,
1.4488113038169104e-06,1.4488113038169104e-06,5,4049,,
1.2986013189220103e-06,1.2986013189220103e-06,5,4099,,
,,5,4127,1.5234257944030105e-06,1.5234257944030105e-06
1.4699384109917446e-06,1.4699384109917446e-06,6,4149,,
1.532560304440267e-06,1.532560304440267e-06,6,4199,,
1.4260831449064426e-06,1.4260831449064426e-06,6,4249,,
1.5259170140780043e-06,1.5259170140780043e-06,6,4299,,
1.414034954905219e-06,1.414034954905219e-06,6,4349,,
1.431197574675025e-06,1.431197574675025e-06,6,4399,,
1.5232444638968445e-06,1.5232444638968445e-06,6,4449,,
1.3701001080335118e-06,1.3701001080335118e-06,6,4499,,
1.3791566289000912e-06,1.3791566289000912e-06,6,4549,,
1.4495425375571358e-06,1.4495425375571358e-06,6,4599,,
1.4927506981621264e-06,1.4927506981621264e-06,6,4649,,
1.5235508499245043e-06,1.5235508499245043e-06,6,4699,,
1.435900912838406e-06,1.435900912838406e-06,6,4749,,
1.4279830793384463e-06,1.4279830793384463e-06,6,4799,,
,,6,4815,1.5313779613279621e-06,1.5313779613279621e-06
1.3427954854705604e-06,1.3427954854705604e-06,7,4849,,
1.5391551642096601e-06,1.5391551642096601e-06,7,4899,,
1.3936332834418863e-06,1.3936332834418863e-06,7,4949,,
1.496395611866319e-06,1.496395611866319e-06,7,4999,,
1.3598307759821182e-06,1.3598307759821182e-06,7,5049,,
1.513679194431461e-06,1.513679194431461e-06,7,5099,,
1.4641273082816042e-06,1.4641273082816042e-06,7,5149,,
1.215156430589559e-06,1.215156430589559e-06,7,5199,,
1.5240104858094128e-06,1.5240104858094128e-06,7,5249,,
1.398033305122226e-06,1.398033305122226e-06,7,5299,,
1.5737817875560722e-06,1.5737817875560722e-06,7,5349,,
1.4606342801926075e-06,1.4606342801926075e-06,7,5399,,
1.423325556970667e-06,1.423325556970667e-06,7,5449,,
1.4661798104498303e-06,1.4661798104498303e-06,7,5499,,
,,7,5503,1.5176603938016342e-06,1.5176603938016342e-06
1.2666604334299336e-06,1.2666604334299336e-06,8,5549,,
1.667884816924925e-06,1.667884816924925e-06,8,5599,,
1.4219339163901168e-06,1.4219339163901168e-06,8,5649,,
1.4282140909926966e-06,1.4282140909926966e-06,8,5699,,
1.2161812037447817e-06,1.2161812037447817e-06,8,5749,,
1.2444706953829154e-06,1.2444706953829154e-06,8,5799,,
1.4206783589543193e-06,1.4206783589543193e-06,8,5849,,
1.4634990748163546e-06,1.4634990748163546e-06,8,5899,,
1.3588004321718472e-06,1.3588004321718472e-06,8,5949,,
1.6118923440444632e-06,1.6118923440444632e-06,8,5999,,
1.3217352261563065e-06,1.3217352261563065e-06,8,6049,,
1.4017900866747368e-06,1.4017900866747368e-06,8,6099,,
1.4083454971114406e-06,1.4083454971114406e-06,8,6149,,
,,8,6191,1.5154016637097811e-06,1.5154016637097811e-06
1.499893869549851e-06,1.499893869549851e-06,9,6199,,
1.3498984117177315e-06,1.3498984117177315e-06,9,6249,,
1.5143498330871807e-06,1.5143498330871807e-06,9,6299,,
1.4047077456780244e-06,1.4047077456780244e-06,9,6349,,
1.3867560255675926e-06,1.3867560255675926e-06,9,6399,,
1.42182398121804e-06,1.42182398121804e-06,9,6449,,
1.3368101008381927e-06,1.3368101008381927e-06,9,6499,,
1.4714158851347747e-06,1.4714158851347747e-06,9,6549,,
1.292377305617265e-06,1.292377305617265e-06,9,6599,,
1.358773602078145e-06,1.358773602078145e-06,9,6649,,
1.294507796956168e-06,1.294507796956168e-06,9,6699,,
1.583506673341617e-06,1.583506673341617e-06,9,6749,,
1.3925950952398125e-06,1.3925950952398125e-06,9,6799,,
1.507634692643478e-06,1.507634692643478e-06,9,6849,,
,,9,6879,1.528987354504352e-06,1.528987354504352e-06
1.4212789665180026e-06,1.4212789665180026e-06,10,6899,,
1.283785763916967e-06,1.283785763916967e-06,10,6949,,
1.4672366432932904e-06,1.4672366432932904e-06,10,6999,,
1.5042398899822729e-06,1.5042398899822729e-06,10,7049,,
1.4299300801212667e-06,1.4299300801212667e-06,10,7099,,
1.3712442523683421e-06,1.3712442523683421e-06,10,7149,,
1.4891537603034521e-06,1.4891537603034521e-06,10,7199,,
1.5644807263015537e-06,1.5644807263015537e-06,10,7249,,
1.4058939541428117e-06,1.4058939541428117e-06,10,7299,,
1.4220945558918174e-06,1.4220945558918174e-06,10,7349,,
1.5212494872685056e-06,1.5212494872685056e-06,10,7399,,
1.5131217878661118e-06,1.5131217878661118e-06,10,7449,,
1.3614511544801644e-06,1.3614511544801644e-06,10,7499,,
1.5312592722693807e-06,1.5312592722693807e-06,10,7549,,
,,10,7567,1.5063910723256413e-06,1.5063910723256413e-06
1.348550540569704e-06,1.348550540569704e-06,11,7599,,
1.6447888810944278e-06,1.6447888810944278e-06,11,7649,,
1.357737119178637e-06,1.357737119178637e-06,11,7699,,
1.3311655493453145e-06,1.3311655493453145e-06,11,7749,,
1.4161398667056346e-06,1.4161398667056346e-06,11,7799,,
1.44892908338079e-06,1.44892908338079e-06,11,7849,,
1.4464911828326876e-06,1.4464911828326876e-06,11,7899,,
1.4792744877922814e-06,1.4792744877922814e-06,11,7949,,
1.3920247283749632e-06,1.3920247283749632e-06,11,7999,,
1.418428269062133e-06,1.418428269062133e-06,11,8049,,
1.5240515267578303e-06,1.5240515267578303e-06,11,8099,,
1.562186298542656e-06,1.562186298542656e-06,11,8149,,
1.3941315728516201e-06,1.3941315728516201e-06,11,8199,,
1.5641189747839235e-06,1.5641189747839235e-06,11,8249,,
,,11,8255,1.5098413541636546e-06,1.5098413541636546e-06
1.408250568601943e-06,1.408250568601943e-06,12,8299,,
1.520296564194723e-06,1.520296564194723e-06,12,8349,,
1.354382220597472e-06,1.354382220597472e-06,12,8399,,
1.5591689361826866e-06,1.5591689361826866e-06,12,8449,,
1.5191475313258707e-06,1.5191475313258707e-06,12,8499,,
1.3994922483107075e-06,1.3994922483107075e-06,12,8549,,
1.5190988733593258e-06,1.5190988733593258e-06,12,8599,,
1.3428114016278414e-06,1.3428114016278414e-06,12,8649,,
1.4835484307695879e-06,1.4835484307695879e-06,12,8699,,
1.3386055570663302e-06,1.3386055570663302e-06,12,8749,,
1.4514533859255607e-06,1.4514533859255607e-06,12,8799,,
1.3286593230077415e-06,1.3286593230077415e-06,12,8849,,
1.4849365470581688e-06,1.4849365470581688e-06,12,8899,,
,,12,8943,1.5115407450139173e-06,1.5115407450139173e-06
1.5437628917425172e-06,1.5437628917425172e-06,13,8949,,
1.588169197930256e-06,1.588169197930256e-06,13,8999,,
1.361668978461239e-06,1.361668978461239e-06,13,9049,,
1.3405335721472511e-06,1.3405335721472511e-06,13,9099,,
1.4376016679307213e-06,1.4376016679307213e-06,13,9149,,
1.2902178241347428e-06,1.2902178241347428e-06,13,9199,,
1.3682486041943775e-06,1.3682486041943775e-06,13,9249,,
1.4770115512874327e-06,1.4770115512874327e-06,13,9299,,
1.3957485407445347e-06,1.3957485407445347e-06,13,9349,,
1.3959404441266088e-06,1.3959404441266088e-06,13,9399,,
1.3807124332743115e-06,1.3807124332743115e-06,13,9449,,
1.372761062157224e-06,1.372761062157224e-06,13,9499,,
1.366555693493865e-06,1.366555693493865e-06,13,9549,,
1.3729240890825167e-06,1.3729240890825167e-06,13,9599,,
,,13,9631,1.508399236627156e-06,1.508399236627156e-06
1.3121023130224785e-06,1.3121023130224785e-06,14,9649,,
1.358667759632226e-06,1.358667759632226e-06,14,9699,,
1.4790030036238022e-06,1.4790030036238022e-06,14,9749,,
1.5287391761376057e-06,1.5287391761376057e-06,14,9799,,
1.5475422969757346e-06,1.5475422969757346e-06,14,9849,,
1.4112190456216922e-06,1.4112190456216922e-06,14,9899,,
1.458862129766203e-06,1.458862129766203e-06,14,9949,,
1.5039736354083288e-06,1.5039736354083288e-06,14,9999,,
1.3931648936704732e-06,1.3931648936704732e-06,14,10049,,
1.4421306104850373e-06,1.4421306104850373e-06,14,10099,,
1.3190532399676158e-06,1.3190532399676158e-06,14,10149,,
1.3000202443436137e-06,1.3000202443436137e-06,14,10199,,
1.5051404034238658e-06,1.5051404034238658e-06,14,10249,,
1.4065906270843698e-06,1.4065906270843698e-06,14,10299,,
,,14,10319,1.5015818917163415e-06,1.5015818917163415e-06
