train_i2t_loss,train_loss,epoch,step,val_i2t_loss,val_loss
10.799261093139648,10.799261093139648,0,49,,
10.738853454589844,10.738853454589844,0,99,,
10.626462936401367,10.626462936401367,0,149,,
10.644111633300781,10.644111633300781,0,199,,
10.570131301879883,10.570131301879883,0,249,,
10.512011528015137,10.512011528015137,0,299,,
10.43628215789795,10.43628215789795,0,349,,
10.351092338562012,10.351092338562012,0,399,,
10.375003814697266,10.375003814697266,0,449,,
10.2935152053833,10.2935152053833,0,499,,
10.326863288879395,10.326863288879395,0,549,,
10.244078636169434,10.244078636169434,0,599,,
10.199353218078613,10.199353218078613,0,649,,
,,0,687,10.419027328491211,10.419027328491211
10.137136459350586,10.137136459350586,1,699,,
10.209726333618164,10.209726333618164,1,749,,
10.090141296386719,10.090141296386719,1,799,,
10.107625961303711,10.107625961303711,1,849,,
10.0607328414917,10.0607328414917,1,899,,
10.068775177001953,10.068775177001953,1,949,,
10.11178207397461,10.11178207397461,1,999,,
10.034239768981934,10.034239768981934,1,1049,,
10.042502403259277,10.042502403259277,1,1099,,
10.12613296508789,10.12613296508789,1,1149,,
9.929900169372559,9.929900169372559,1,1199,,
10.053903579711914,10.053903579711914,1,1249,,
10.000547409057617,10.000547409057617,1,1299,,
10.062252044677734,10.062252044677734,1,1349,,
,,1,1375,10.324962615966797,10.324962615966797
9.980026245117188,9.980026245117188,2,1399,,
9.991700172424316,9.991700172424316,2,1449,,
9.972530364990234,9.972530364990234,2,1499,,
9.947741508483887,9.947741508483887,2,1549,,
9.958747863769531,9.958747863769531,2,1599,,
9.903553009033203,9.903553009033203,2,1649,,
10.060754776000977,10.060754776000977,2,1699,,
10.029239654541016,10.029239654541016,2,1749,,
9.988079071044922,9.988079071044922,2,1799,,
10.017984390258789,10.017984390258789,2,1849,,
9.872169494628906,9.872169494628906,2,1899,,
9.910907745361328,9.910907745361328,2,1949,,
9.938678741455078,9.938678741455078,2,1999,,
9.885764122009277,9.885764122009277,2,2049,,
,,2,2063,10.25589370727539,10.25589370727539
