train_i2t_loss,train_loss,epoch,step,val_i2t_loss,val_loss
10.868864059448242,10.868864059448242,0,49,,
10.683967590332031,10.683967590332031,0,99,,
10.657005310058594,10.657005310058594,0,149,,
10.61710262298584,10.61710262298584,0,199,,
10.519002914428711,10.519002914428711,0,249,,
10.458698272705078,10.458698272705078,0,299,,
10.441900253295898,10.441900253295898,0,349,,
10.41701889038086,10.41701889038086,0,399,,
10.402645111083984,10.402645111083984,0,449,,
10.3909330368042,10.3909330368042,0,499,,
10.307894706726074,10.307894706726074,0,549,,
10.251712799072266,10.251712799072266,0,599,,
10.34214973449707,10.34214973449707,0,649,,
,,0,687,10.485090255737305,10.485090255737305
10.387520790100098,10.387520790100098,1,699,,
10.196985244750977,10.196985244750977,1,749,,
10.28167724609375,10.28167724609375,1,799,,
10.248147010803223,10.248147010803223,1,849,,
10.242782592773438,10.242782592773438,1,899,,
10.295366287231445,10.295366287231445,1,949,,
10.16533088684082,10.16533088684082,1,999,,
10.08226203918457,10.08226203918457,1,1049,,
10.14825439453125,10.14825439453125,1,1099,,
10.079779624938965,10.079779624938965,1,1149,,
10.062005043029785,10.062005043029785,1,1199,,
10.024642944335938,10.024642944335938,1,1249,,
10.06082534790039,10.06082534790039,1,1299,,
10.131258010864258,10.131258010864258,1,1349,,
,,1,1375,10.314197540283203,10.314197540283203
10.026228904724121,10.026228904724121,2,1399,,
10.053813934326172,10.053813934326172,2,1449,,
10.017687797546387,10.017687797546387,2,1499,,
9.95328426361084,9.95328426361084,2,1549,,
10.06438159942627,10.06438159942627,2,1599,,
10.01500129699707,10.01500129699707,2,1649,,
10.061973571777344,10.061973571777344,2,1699,,
10.053637504577637,10.053637504577637,2,1749,,
10.05357551574707,10.05357551574707,2,1799,,
10.037288665771484,10.037288665771484,2,1849,,
9.962908744812012,9.962908744812012,2,1899,,
9.948168754577637,9.948168754577637,2,1949,,
9.934932708740234,9.934932708740234,2,1999,,
9.859642028808594,9.859642028808594,2,2049,,
,,2,2063,10.25938606262207,10.25938606262207
9.970867156982422,9.970867156982422,3,2099,,
9.94226360321045,9.94226360321045,3,2149,,
9.90357780456543,9.90357780456543,3,2199,,
9.872100830078125,9.872100830078125,3,2249,,
9.973796844482422,9.973796844482422,3,2299,,
