train_i2t_loss,train_loss,epoch,step,val_i2t_loss,val_loss
0.0007370229577645659,0.0007370229577645659,0,49,,
0.0007744787144474685,0.0007744787144474685,0,99,,
0.0006506112404167652,0.0006506112404167652,0,149,,
0.0006814025109633803,0.0006814025109633803,0,199,,
0.0006903533358126879,0.0006903533358126879,0,249,,
0.0006404499290511012,0.0006404499290511012,0,299,,
0.0006297325016930699,0.0006297325016930699,0,349,,
0.0005192109383642673,0.0005192109383642673,0,399,,
0.0005711030680686235,0.0005711030680686235,0,449,,
0.0006769428728148341,0.0006769428728148341,0,499,,
0.0005472332122735679,0.0005472332122735679,0,549,,
0.0004038111655972898,0.0004038111655972898,0,599,,
0.0005080757546238601,0.0005080757546238601,0,649,,
0.00038640000275336206,0.00038640000275336206,0,699,,
0.00047668389743193984,0.00047668389743193984,0,749,,
0.0005445766728371382,0.0005445766728371382,0,799,,
0.0006971232360228896,0.0006971232360228896,0,849,,
0.0005077187670394778,0.0005077187670394778,0,899,,
0.0007738551939837635,0.0007738551939837635,0,949,,
0.0004897424951195717,0.0004897424951195717,0,999,,
0.0005482615670189261,0.0005482615670189261,0,1049,,
0.0007286131149157882,0.0007286131149157882,0,1099,,
0.0006992148701101542,0.0006992148701101542,0,1149,,
0.0006989505491219461,0.0006989505491219461,0,1199,,
0.0005030864267610013,0.0005030864267610013,0,1249,,
0.0005854226183146238,0.0005854226183146238,0,1299,,
0.0006259725778363645,0.0006259725778363645,0,1349,,
0.0004962434759363532,0.0004962434759363532,0,1399,,
0.0005713665159419179,0.0005713665159419179,0,1449,,
0.0007134730694815516,0.0007134730694815516,0,1499,,
0.0007135706837289035,0.0007135706837289035,0,1549,,
0.0006566431256942451,0.0006566431256942451,0,1599,,
0.0006962750921957195,0.0006962750921957195,0,1649,,
0.0005869544111192226,0.0005869544111192226,0,1699,,
0.0008975680684670806,0.0008975680684670806,0,1749,,
0.0004990142770111561,0.0004990142770111561,0,1799,,
0.0005661380710080266,0.0005661380710080266,0,1849,,
0.0007492296281270683,0.0007492296281270683,0,1899,,
0.0005631360691040754,0.0005631360691040754,0,1949,,
0.0006711968453601003,0.0006711968453601003,0,1999,,
0.0006089484668336809,0.0006089484668336809,0,2049,,
0.0008132478105835617,0.0008132478105835617,0,2099,,
0.0005299932672642171,0.0005299932672642171,0,2149,,
0.00045096990652382374,0.00045096990652382374,0,2199,,
0.000538512016646564,0.000538512016646564,0,2249,,
0.0005137328989803791,0.0005137328989803791,0,2299,,
0.0007197344675660133,0.0007197344675660133,0,2349,,
0.0005760597996413708,0.0005760597996413708,0,2399,,
0.0005815473850816488,0.0005815473850816488,0,2449,,
0.00041636143578216434,0.00041636143578216434,0,2499,,
0.0005811525043100119,0.0005811525043100119,0,2549,,
0.000490201055072248,0.000490201055072248,0,2599,,
0.000743547803722322,0.000743547803722322,0,2649,,
0.0005923700518906116,0.0005923700518906116,0,2699,,
0.0004868529213126749,0.0004868529213126749,0,2749,,
0.0005969530902802944,0.0005969530902802944,0,2799,,
0.0005450608441606164,0.0005450608441606164,0,2849,,
0.0004835709696635604,0.0004835709696635604,0,2899,,
0.0008272717241197824,0.0008272717241197824,0,2949,,
0.00044511232408694923,0.00044511232408694923,0,2999,,
0.0007091775769367814,0.0007091775769367814,0,3049,,
0.00043230861774645746,0.00043230861774645746,0,3099,,
0.0007976157357916236,0.0007976157357916236,0,3149,,
0.0010716153774410486,0.0010716153774410486,0,3199,,
0.0006679780781269073,0.0006679780781269073,0,3249,,
0.000634642958175391,0.000634642958175391,0,3299,,
0.0008309732074849308,0.0008309732074849308,0,3349,,
0.0003694335464388132,0.0003694335464388132,0,3399,,
0.0005111292703077197,0.0005111292703077197,0,3449,,
0.0006902438472025096,0.0006902438472025096,0,3499,,
0.0007166691939346492,0.0007166691939346492,0,3549,,
0.0006257486529648304,0.0006257486529648304,0,3599,,
0.0005428557051345706,0.0005428557051345706,0,3649,,
0.0005325975362211466,0.0005325975362211466,0,3699,,
0.0004972770111635327,0.0004972770111635327,0,3749,,
0.0004606364236678928,0.0004606364236678928,0,3799,,
0.0005923031130805612,0.0005923031130805612,0,3849,,
0.0008398880017921329,0.0008398880017921329,0,3899,,
0.0006159973563626409,0.0006159973563626409,0,3949,,
0.00045800520456396043,0.00045800520456396043,0,3999,,
0.0005871889879927039,0.0005871889879927039,0,4049,,
0.0005095625529065728,0.0005095625529065728,0,4099,,
0.0006464010803028941,0.0006464010803028941,0,4149,,
0.0006242877570912242,0.0006242877570912242,0,4199,,
0.0006061047315597534,0.0006061047315597534,0,4249,,
0.0007872580899856985,0.0007872580899856985,0,4299,,
0.0006256162887439132,0.0006256162887439132,0,4349,,
0.0005506903398782015,0.0005506903398782015,0,4399,,
0.0006169717526063323,0.0006169717526063323,0,4449,,
0.00042122192098759115,0.00042122192098759115,0,4499,,
0.0003940038732253015,0.0003940038732253015,0,4549,,
0.0007026642560958862,0.0007026642560958862,0,4599,,
